restaurant,city,menu_type,category,dish,price,description,tags
Ugly Duck,Groningen,dinner,Hoofdgerechten,Duckstoofpotje,18.8,"met malse stukjes rundvlees, gestoofd in o.a. ketjap, ui, citroen en bruine suiker keuze uit friet/rijst",
Ugly Duck,Groningen,dinner,Hoofdgerechten,Varkenshaasspies,18.8,"met satésaus, uitjes en kroepoek",
Ugly Duck,Groningen,dinner,Hoofdgerechten,Varkenshaas,18.8,met brie en mangochutney,
Ugly Duck,Groningen,dinner,Hoofdgerechten,Kogelbiefstuk,20.9,met kruidenboter,
Ugly Duck,Groningen,dinner,Hoofdgerechten,Mixed grill,20.9,"van biefstuk, varkenshaas en kipfilet met peperroomsaus",vegetarian
Ugly Duck,Groningen,dinner,Hoofdgerechten,Wekelijks wisselend vleesgerecht vanaf,14.9,zie borden of vraag de bediening,vegetarian
Ugly Duck,Groningen,dinner,Vlees,Kipspies,18.5,"met satésaus, uitjes en kroepoek",
Ugly Duck,Groningen,dinner,Vlees,Kipschnitzel,18.5,(gepaneerd en huisgemaakt) met peperroomsaus,
Ugly Duck,Groningen,dinner,Vlees,Duckstoofpotje,18.8,"met malse stukjes rundvlees, gestoofd in o.a. ketjap, ui, citroen en bruine suiker keuze uit friet/rijst",
Ugly Duck,Groningen,dinner,Vlees,Varkenshaasspies,18.8,"met satésaus, uitjes en kroepoek",
Ugly Duck,Groningen,dinner,Vlees,Varkenshaas,18.8,met brie en mangochutney,
Ugly Duck,Groningen,dinner,Vlees,Kogelbiefstuk,20.9,met kruidenboter,
Ugly Duck,Groningen,dinner,Vlees,Mixed grill,20.9,"van biefstuk, varkenshaas en kipfilet met peperroomsaus",vegetarian
Ugly Duck,Groningen,dinner,Vlees,Wekelijks wisselend vleesgerecht vanaf,14.9,zie borden of vraag de bediening,vegetarian
Ugly Duck,Groningen,dinner,Homemade burgers,Bierburger,18.5,"gemaakt van rundvlees met ontbijtspek en Affligem Dubbel op een broodje met spek, kaas, sla, tomaat en truffelmayonaise",vegetarian
Ugly Duck,Groningen,dinner,Homemade burgers,Kipburger,18.5,"gemaakt van kipfilet met ontbijtspek op een broodje met spek, sla, tomaat en honing- mosterdmayo",vegetarian
Ugly Duck,Groningen,dinner,Homemade burgers,Ugly Duck burger V,18.5,"gemaakt van bonen, linzen, tomaat, wortel en kruiden op een broodje met sla en salsa",vegetarian
Ugly Duck,Groningen,dinner,Vis,Zalmfilet,18.5,met basilicum- mosterdmayo,
Ugly Duck,Groningen,dinner,Vis,Maandelijks wisselend Visgerecht,14.8,zie borden of vraag de bediening,vegetarian
Ugly Duck,Groningen,dinner,Vega/Vegan,Massala curry V,17.8,"met o.a. gember, knoflook, ui, rode peper, wortel, pompoen, aardappel, tomaat, spinazie, kikkererwten en kokosmelk geserveerd met rijst en salade",vegetarian
Ugly Duck,Groningen,dinner,Vega/Vegan,Kaasfondue,17.8,"met Gruyère, Emmentaler, witte wijn, appelsap, knoflook, bosui en rode peper geserveerd met paprika, komkommer, broccoli en brood",
Ugly Duck,Groningen,dinner,Vega/Vegan,vegetarisch of vegan gerecht,14.9,"Wekelijks wisselend, zie borden of vraag de bediening",vegetarian
XO Groningen,Groningen,Lunch,12-uurtje,Klassiek,"€16,50","Uitsmijter ham en/of kaas, broodje kroket & mosterdsoep",
XO Groningen,Groningen,Lunch,12-uurtje,Vega,"€16,50","Vegetarische soep, salade geitenkaas & biologische groentekroket met brood",Vegetarian
XO Groningen,Groningen,Lunch,12-uurtje,XO,"€17,50","Tom kha kai, Caesar salad & kleine XO Burger",
XO Groningen,Groningen,Lunch,12-uurtje,Vis,"€18,50","Salade zalm, toast makreel, bao met Holtkamper garnalenkroketje & cocktailsaus",
XO Groningen,Groningen,Lunch,12-uurtje,Gua Bao Makreel,"€18,50","Pittige gerookte makreel, uienchutney, taugé, zoetzure komkommer, uitjes & koriander",
XO Groningen,Groningen,Lunch,12-uurtje,Gua Bao Buikspek,"€17,50","Oosters buikspek, vietnamese dressing, zoetzuur, sriracha, lente ui & koriander",
XO Groningen,Groningen,Lunch,12-uurtje,Steak Sandwich,"€18,50","Gekruide biefstuk, groene kruiden, zure room, nacho’s, salsa, rode ui & Parmezaanse kaas",
XO Groningen,Groningen,Lunch,12-uurtje,XO Burger,"€16,50","Biologische runderburger, tomaat, gefrituurde uitjes, augurk, remoulade, huisgemaakte ketchup & frietjes",
XO Groningen,Groningen,Lunch,12-uurtje,Club Sandwich Kip,"€16,50","Gerookte kip, tomaat, gebakken spek, remoulade, rode ui, augurk, gekookt ei, mayonaise & frietjes",
XO Groningen,Groningen,Lunch,12-uurtje,Club Sandwich Zalm,"€18,50","Gerookte zalm, makreel, remoulade, komkommer, rode ui, augurk, gekookt ei, mayonaise & frietjes",
XO Groningen,Groningen,Lunch,12-uurtje,Vega,"€15,50","Libanees brood, aubergine, ei, tomaat, komkommer, humus, ui, muhammara & zhug",Vegetarian
XO Groningen,Groningen,Lunch,12-uurtje,Pittige Kip,"€11,50","Kippendij, uienchutney, taugé, rode ui, koriander, zoetzure komkommer, sriracha-mayonaise & gefrituurde uitjes",
XO Groningen,Groningen,Lunch,12-uurtje,Makreel,"€14,50","Gerookte makreel, remoulade, rode ui, augurk & kappertjes",
XO Groningen,Groningen,Lunch,12-uurtje,Caprese,"€10,50","Mozzarella, tomaat, groene kruiden, rode ui, pijnboompitten & balsamico",
XO Groningen,Groningen,Lunch,12-uurtje,.,€ 8.50,.,
XO Groningen,Groningen,Lunch,12-uurtje,Caesar,"€17,50","Gerookte kip, bacon, croûtons, rode ui, augurk, gekookt eitje, tomaat & Parmezaan.",
XO Groningen,Groningen,Lunch,12-uurtje,Geitenkaas,"€17,50","Geitenkaas, bosvruchten, baklava, granaatappel, pistache & croutons",Vegetarian
XO Groningen,Groningen,Lunch,12-uurtje,Zalm,"€18,50","Gerookte zalm, avocado, mozzarella, soleil tomaat, rode ui, olie van bosui & ingelegde citroen",
XO Groningen,Groningen,Lunch,12-uurtje,Pittige Thaise Biefstuk,"€18,50","Gekruide biefstuk, thaise dressing, komkommer, cashew, ui, wortel, koriander & munt",
XO Groningen,Groningen,Lunch,Voor,Gang 1 of 2 van het menu,€13.50/€17.50,er is ook een vegetarische optie,Vegetarian
XO Groningen,Groningen,Lunch,Voor,Hollandse Garnalenkroket,€19.50,"salade,remoulade, aardappel, toast & groene kruiden",
XO Groningen,Groningen,Lunch,Voor,Steak (200 gram),€31.50,"biefstuk, jus, groene kruiden, aardappeltaartje, groente & tomaat",
XO Groningen,Groningen,Lunch,Voor,Vis van het menu,€17.50/€27.50,"gang 3 van het menu, er is ook een vegetarische optie",Vegetarian
XO Groningen,Groningen,Lunch,Voor,Vlees van het menu,€17.50/€27.50,"gang 4 van het menu, er is ook een vegetarische optie",Vegetarian
XO Groningen,Groningen,Lunch,Voor,Vega,€24.50,"falafel, spinazie, papadum, gegrilde groente, muhammara & zhug",Vegetarian
XO Groningen,Groningen,Lunch,Voor,Wisselend dessert,€12.50,dessert van het menu,
XO Groningen,Groningen,Lunch,Voor,Rood fruit,€13.50,"yoghurt, meringue, vers fruit, crumble & ijs",
XO Groningen,Groningen,Lunch,Voor,Kaas,€15.50,wisselende kazen met walnoten & dadel,
